seqnames	organism
NC_001813.1	Duck_atadenovirus_A
NC_001958.1	Turkey_adenovirus_3
NC_010956.1	Human_mastadenovirus_D
NC_005030.2	Tobacco_leaf_curl_Yunnan_betasatellite
NC_006561.1	Muscovy_duck_circovirus
NC_006565.1	Lactobacillus_virus_LP65
NC_005881.2	Ostreid_herpesvirus_1
NC_006268.1	Sulfolobus_virus_STSV1
NC_006356.2	Flavobacterium_phage_11b
NC_001330.1	Escherichia_phage_alpha3
NC_005889.1	Bovine_adeno-associated_virus
NC_001973.1	Lymantria_dispar_multiple_nucleopolyhedrovirus
NC_004680.1	Mycobacterium_virus_Che8
NC_004097.1	Macroptilium_mosaic_Puerto_Rico_virus
NC_004098.1	Macroptilium_mosaic_Puerto_Rico_virus
NC_002229.3	Gallid_alphaherpesvirus_2_(Marek_disease_virus_type
NC_004500.1	Human_papillomavirus_type_92
NC_005284.1	Burkholderia_virus_phi1026b
NC_001609.1	Enterobacteria_phage_P4
NC_001844.1	Equid_alphaherpesvirus_4_(Equine_herpesvirus
NC_000898.1	Human_betaherpesvirus_6B
NC_006152.1	Adeno-associated_virus_-_5
NC_003826.1	Tomato_bushy_stunt_virus_satellite_RNA
NC_001503.1	Mouse_mammary_tumor_virus
NC_005046.1	Ageratum_yellow_leaf_curl_betasatellite
NC_005051.1	Okra_yellow_vein_disease_associated_sequence
NC_004515.1	Eupatorium_yellow_vein_betasatellite
NC_005359.1	Tomato_leaf_curl_New_Delhi_betasatellite
NC_006261.1	Adeno-associated_virus_-_8
NC_001335.1	Mycobacterium_virus_L5
NC_006263.1	Avian_adeno-associated_virus_strain_DA-1
NC_006146.1	Macacine_gammaherpesvirus_4_(Rhesus
NC_005893.1	Lactobacillus_phage_phiAT3
NC_005880.2	Staphylococcus_virus_K
NC_001932.1	Indian_cassava_mosaic_virus
NC_001933.1	Indian_cassava_mosaic_virus
NC_001454.1	Human_mastadenovirus_FALSE
NC_006144.1	Simian_adenovirus_3
NC_005857.1	Klebsiella_phage_phiKO2
NC_005841.1	Enterobacteria_phage_ST104
NC_003851.1	Subterranean_clover_mottle_virus_satellite_RNA
NC_003410.1	Canary_circovirus
NC_001460.1	Human_mastadenovirus_A
NC_002702.1	Porcine_adenovirus_5
NC_005875.1	Cucurbita_yellow_vein_virus-associated_DNA_beta
NC_005321.1	Papaya_leaf_curl_China_virus
NC_006556.1	Thermoproteus_tenax_spherical_virus_1
NC_006549.1	Singapore_grouper_iridovirus
NC_006557.1	Bacillus_phage_BCJA1c
NC_006259.1	Bovine_parvovirus_-_2
NC_006560.1	Cercopithecine_alphaherpesvirus_2
NC_006294.1	Vibrio_phage_KSF1
NC_006623.1	Gallid_alphaherpesvirus_1
NC_001331.1	Pseudomonas_virus_Pf1
NC_000852.5	Paramecium_bursaria_Chlorella_virus_1
NC_001341.1	Acholeplasma_phage_MV-L51
NC_001346.2	Maize_streak_virus_-_A[Ama]
NC_004285.1	Aedes_albopictus_densovirus_2
NC_004166.2	Bacillus_phage_SPP1
NC_001271.1	Yersinia_phage_phiYeO3-12
NC_002642.1	Yaba-like_disease_virus
NC_003356.1	Enterobacteria_phage_phiP27
NC_001928.2	Abutilon_mosaic_virus
NC_001929.2	Abutilon_mosaic_virus
AC_000010.1	Simian_adenovirus_21
AC_000191.1	Bovine_mastadenovirus_A
NC_005906.1	Neodiprion_lecontei_nucleopolyhedrovirus
NC_003477.1	Banana_bunchy_top_virus
NC_003474.1	Banana_bunchy_top_virus
NC_003476.1	Banana_bunchy_top_virus
NC_003479.1	Banana_bunchy_top_virus
NC_003473.1	Banana_bunchy_top_virus
NC_003475.1	Banana_bunchy_top_virus
NC_006879.1	Simian_adenovirus_1
NC_014397.1	Rift_Valley_fever_virus
NC_014396.1	Rift_Valley_fever_virus
NC_014395.1	Rift_Valley_fever_virus
NC_001426.1	Escherichia_virus_BZ13
NC_001480.1	Eggplant_mosaic_virus
NC_001641.1	Saccharomyces_cerevisiae_virus_L-BC_(La)
NC_001837.1	Pegivirus_A
NC_001977.1	Erysimum_latent_virus
NC_001506.1	Murine_osteosarcoma_virus
NC_001417.2	Escherichia_phage_MS2
NC_001488.1	Human_T-lymphotropic_virus_2
NC_001495.1	Alfalfa_mosaic_virus
NC_002024.2	Alfalfa_mosaic_virus
NC_002025.1	Alfalfa_mosaic_virus
NC_001556.1	Tobacco_mild_green_mosaic_virus
NC_030692.1	Borna_disease_virus_2
NC_001786.1	Barmah_Forest_virus
NC_001450.1	Equine_infectious_anemia_virus
NC_002066.1	Sacbrood_virus
NC_002323.1	Rice_grassy_stunt_tenuivirus
NC_002324.1	Rice_grassy_stunt_tenuivirus
NC_002325.1	Rice_grassy_stunt_tenuivirus
NC_002326.1	Rice_grassy_stunt_tenuivirus
NC_002327.1	Rice_grassy_stunt_tenuivirus
NC_002328.1	Rice_grassy_stunt_tenuivirus
NC_002064.1	Leishmania_RNA_virus_2_-_1
NC_001748.1	Papaya_mosaic_virus
NC_002551.1	Vesicular_exanthema_of_swine_virus
NC_001403.1	Fujinami_sarcoma_virus
NC_002766.1	Beet_chlorosis_virus
NC_003093.1	Indian_citrus_ringspot_virus
NC_001351.1	Hop_stunt_viroid
NC_002690.1	Nodamura_virus
NC_002691.1	Nodamura_virus
NC_001642.1	Bamboo_mosaic_virus
NC_003323.1	Simian_T-lymphotropic_virus_3
NC_003376.1	Garlic_virus_C
NC_001332.1	Escherichia_virus_I22
NC_001344.1	Duck_hepatitis_B_virus
NC_001365.1	Spiroplasma_phage_R8A2B
NC_001847.1	Bovine_alphaherpesvirus_1
NC_001266.1	Rabbit_fibroma_virus
NC_001739.2	Soybean_chlorotic_mottle_virus
NC_010647.1	Macroptilium_yellow_mosaic_virus
NC_010648.1	Macroptilium_yellow_mosaic_virus
NC_004112.1	Lactobacillus_phage_A2
NC_001978.3	Streptomyces_virus_phiC31
AC_000190.1	Tree_shrew_adenovirus_1
NC_003225.3	White_spot_syndrome_virus
NC_005052.1	Honeysuckle_yellow_vein_betasatellite
NC_001716.2	Human_betaherpesvirus_7
NC_001462.1	Coconut_cadang-cadang_viroid
NC_001413.1	Bovine_immunodeficiency_virus
NC_001469.1	Cucumber_necrosis_virus
NC_001615.3	Sonchus_yellow_net_nucleorhabdovirus
NC_001831.1	Bovine_foamy_virus
NC_001946.1	Cherry_green_ring_mottle_virus
NC_001499.1	Abelson_murine_leukemia_virus
NC_001409.1	Apple_chlorotic_leaf_spot_virus
NC_001471.1	Coconut_tinangaja_viroid
NC_002063.1	Leishmania_RNA_virus_1_-_1
NC_001600.1	Cardamine_chlorotic_fleck_virus
NC_001782.1	Saccharomyces_cerevisiae_killer_virus_M1
NC_001550.1	Mason-Pfizer_monkey_virus
NC_001964.1	Sphaeropsis_sapinea_RNA_virus_2
NC_002198.2	Cereal_yellow_dwarf_virus_RPS
NC_002500.1	Cherry_mottle_leaf_virus
NC_001364.1	Simian_foamy_virus
NC_002549.1	Zaire_ebolavirus
NC_002604.1	Botrytis_virus_FALSE
NC_002729.1	Banana_mild_mosaic_virus
NC_003056.1	Soybean_dwarf_virus
NC_002199.1	Tupaia_paramyxovirus
NC_003092.2	Simian_hemorrhagic_fever_virus
NC_003299.1	Pseudomonas_phage_phi8
NC_003300.1	Pseudomonas_phage_phi8
NC_003301.1	Pseudomonas_phage_phi8
NC_003375.1	Garlic_virus_A
NC_003436.1	Porcine_epidemic_diarrhea_virus
NC_003461.1	Human_respirovirus_1
NC_003487.1	Tobacco_necrosis_virus_D
NC_001497.2	Cauliflower_mosaic_virus
NC_003825.1	Tomato_pseudo-curly_top_virus
NC_000896.1	Lactobacillus_phage_phiadh
NC_002167.1	Escherichia_virus_HK97
NC_002686.2	Cercopithecine_alphaherpesvirus_9_(Simian_varicella
NC_003494.1	Infectious_spleen_and_kidney_necrosis_virus
NC_005294.1	Streptococcus_phage_EJ-1
AC_000011.1	Simian_adenovirus_25
NC_001539.1	Canine_parvovirus
NC_005890.1	Sheldgoose_hepatitis_B_virus
NC_004715.1	Tomato_leaf_curl_betasatellite
NC_002014.1	Salmonella_phage_IKe
NC_001402.1	Avian_carcinoma_virus
NC_001452.1	Visna-maedi_virus
NC_001483.1	Foxtail_mosaic_virus
NC_001746.1	Kennedya_yellow_mosaic_virus
NC_001874.1	Rhopalosiphum_padi_virus
NC_001981.1	Helicoverpa_armigera_stunt_virus
NC_001982.1	Helicoverpa_armigera_stunt_virus
NC_001441.1	Narcissus_mosaic_virus
NC_001492.1	Cryphonectria_hypovirus_1
NC_001511.1	Ovine_lentivirus
NC_001557.1	Satellite_tobacco_mosaic_virus
NC_001633.1	Mushroom_bacilliform_virus
NC_001801.1	Cucumber_green_mottle_mosaic_virus
NC_001873.1	Turnip_vein-clearing_virus
NC_000903.1	Snakehead_virus
NC_002351.1	Soil-borne_cereal_mosaic_virus
NC_002330.1	Soil-borne_cereal_mosaic_virus
NC_001989.1	Bovine_orthopneumovirus
NC_001724.1	Snakehead_retrovirus
NC_001658.1	Cassava_common_mosaic_virus
NC_002633.1	Cucumber_fruit_mottle_mosaic_virus
NC_003005.1	Taura_syndrome_virus
NC_003113.1	Perina_nuda_virus
NC_001502.1	Moloney_murine_sarcoma_virus
NC_002701.1	Eimeria_brunetti_RNA_virus_1
NC_002468.1	Cherry_necrotic_rusty_mottle_virus
NC_003355.1	Wasabi_mottle_virus
NC_003412.1	Euprosterna_elaeasa_virus
NC_003448.1	Striped_jack_nervous_necrosis_virus
NC_003449.1	Striped_jack_nervous_necrosis_virus
NC_003464.1	Apple_mosaic_virus
NC_003465.1	Apple_mosaic_virus
NC_003480.1	Apple_mosaic_virus
NC_003509.1	Blackcurrant_reversion_virus
NC_003502.1	Blackcurrant_reversion_virus
NC_001343.1	Commelina_yellow_mottle_virus
NC_001914.1	Rice_tungro_bacilliform_virus
NC_001825.1	Streptococcus_phage_Cp1
NC_003216.1	Listeria_phage_A118
NC_002194.1	Chlamydia_phage_2
NC_002794.1	Tupaiid_betaherpesvirus_1
NC_003050.2	Streptococcus_phage_MM1
NC_003493.2	Bean_yellow_dwarf_virus
AC_000189.1	Porcine_adenovirus_3
NC_003094.2	Helicoverpa_armigera_nucleopolyhedrovirus
NC_005053.1	Mulard_duck_circovirus
NC_006460.1	Beet_black_scorch_virus_satellite_RNA
NC_003390.2	Synechococcus_virus_P60
NC_001408.1	Avian_leukosis_virus_-_RSA
NC_001500.1	Spleen_focus-forming_virus
NC_001753.1	Clover_yellow_mosaic_virus
NC_001925.1	Bunyamwera_virus
NC_001926.1	Bunyamwera_virus
NC_001927.1	Bunyamwera_virus
NC_000940.1	Porcine_enteric_sapovirus
NC_001885.3	Gibbon_ape_leukemia_virus
NC_002041.1	Soil-borne_wheat_mosaic_virus
NC_002042.1	Soil-borne_wheat_mosaic_virus
NC_001494.1	Jaagsiekte_sheep_retrovirus
NC_001513.1	Ononis_yellow_mosaic_virus
NC_001560.1	Vesicular_stomatitis_Indiana_virus
NC_001652.1	Infectious_hematopoietic_necrosis_virus
NC_001834.1	Drosophila_C_virus
NC_001940.1	Feline_leukemia_virus
NC_000960.1	Cryphonectria_hypovirus_3
NC_002359.1	Chinese_wheat_mosaic_virus
NC_002356.1	Chinese_wheat_mosaic_virus
NC_002160.2	Barley_yellow_dwarf_virus_PAS
NC_001639.1	Lactate_dehydrogenase-elevating_virus
NC_001796.2	Human_respirovirus_3
NC_002700.2	Acinetobacter_phage_AP205
NC_003016.1	Cypovirus_1
NC_003025.1	Cypovirus_1
NC_003017.1	Cypovirus_1
NC_003018.1	Cypovirus_1
NC_003019.1	Cypovirus_1
NC_003020.1	Cypovirus_1
NC_003021.1	Cypovirus_1
NC_003022.1	Cypovirus_1
NC_003023.1	Cypovirus_1
NC_003024.1	Cypovirus_1
NC_001867.1	Walleye_dermal_sarcoma_virus
NC_001963.1	Sphaeropsis_sapinea_RNA_virus_1
NC_002803.1	Carp_sprivivirus
NC_003243.1	Australian_bat_lyssavirus
NC_003369.1	Bean_leafroll_virus
NC_002201.1	Equine_foamy_virus
NC_003451.1	American_plum_line_pattern_virus
NC_003452.1	American_plum_line_pattern_virus
NC_003453.1	American_plum_line_pattern_virus
NC_003468.2	Andes_orthohantavirus
NC_003467.2	Andes_orthohantavirus
NC_003466.1	Andes_orthohantavirus
NC_003445.1	Strawberry_mottle_virus
NC_003446.1	Strawberry_mottle_virus
NC_003462.2	Apple_stem_pitting_virus
NC_003497.1	Bamboo_mosaic_virus_satellite_RNA
NC_003523.1	Arabis_mosaic_virus_large_satellite_RNA
NC_003538.1	Columnea_latent_viroid
NC_003569.1	Elm_mottle_virus
NC_003568.1	Elm_mottle_virus
NC_003570.1	Elm_mottle_virus
NC_003617.1	Lettuce_infectious_yellows_virus
NC_003618.1	Lettuce_infectious_yellows_virus
NC_003636.1	Peach_latent_mosaic_viroid
NC_003672.1	Peanut_clump_virus
NC_003668.1	Peanut_clump_virus
NC_003680.1	Barley_yellow_dwarf_virus_MAV
NC_003691.1	Pariacoto_virus
NC_003692.1	Pariacoto_virus
NC_003723.1	Potato_mop-top_virus
NC_003725.1	Potato_mop-top_virus
NC_003724.1	Potato_mop-top_virus
NC_003746.1	Rice_yellow_stunt_nucleorhabdovirus
NC_003773.1	Rice_dwarf_virus
NC_003774.1	Rice_dwarf_virus
NC_003772.1	Rice_dwarf_virus
NC_003761.1	Rice_dwarf_virus
NC_003762.1	Rice_dwarf_virus
NC_003763.1	Rice_dwarf_virus
NC_003760.1	Rice_dwarf_virus
NC_003764.1	Rice_dwarf_virus
NC_003765.1	Rice_dwarf_virus
NC_003766.1	Rice_dwarf_virus
NC_003767.1	Rice_dwarf_virus
NC_003768.1	Rice_dwarf_virus
NC_003782.1	Himetobi_P_virus
NC_003795.1	Shallot_virus_X
NC_003808.1	Spinach_latent_virus
NC_003809.1	Spinach_latent_virus
NC_003810.1	Spinach_latent_virus
NC_003833.1	Tulare_apple_mosaic_virus
NC_003834.1	Tulare_apple_mosaic_virus
NC_003835.1	Tulare_apple_mosaic_virus
NC_003853.1	Pea_enation_mosaic_virus_2
NC_003873.1	Trichomonas_vaginalis_virus_2
NC_003908.1	Western_equine_encephalitis_virus
NC_004014.1	Sorghum_chlorotic_spot_virus
NC_004015.1	Sorghum_chlorotic_spot_virus
NC_004049.1	Ophiostoma_mitovirus_3a
NC_004053.1	Ophiostoma_mitovirus_5
NC_004108.1	La_Crosse_virus
NC_004109.1	La_Crosse_virus
NC_004110.1	La_Crosse_virus
NC_004159.1	Dugbe_orthonairovirus
NC_004158.1	Dugbe_orthonairovirus
NC_004157.1	Dugbe_orthonairovirus
NC_004173.1	Pseudomonas_phage_phi12
NC_004175.1	Pseudomonas_phage_phi12
NC_004174.1	Pseudomonas_phage_phi12
NC_004291.1	Lymphocytic_choriomeningitis_mammarenavirus
NC_004294.1	Lymphocytic_choriomeningitis_mammarenavirus
NC_004362.1	Prunus_necrotic_ringspot_virus
NC_004363.1	Prunus_necrotic_ringspot_virus
NC_004364.1	Prunus_necrotic_ringspot_virus
NC_004423.1	Broad_bean_necrosis_virus
NC_004424.1	Broad_bean_necrosis_virus
NC_004425.1	Broad_bean_necrosis_virus
NC_004542.1	Canine_vesivirus
NC_004729.1	Indian_peanut_clump_virus
NC_004730.1	Indian_peanut_clump_virus
NC_004910.1	Influenza_A_virus_(A/Hong_Kong/1073/99(H9N2))
NC_004911.1	Influenza_A_virus_(A/Hong_Kong/1073/99(H9N2))
NC_004912.1	Influenza_A_virus_(A/Hong_Kong/1073/99(H9N2))
NC_004908.1	Influenza_A_virus_(A/Hong_Kong/1073/99(H9N2))
NC_004905.2	Influenza_A_virus_(A/Hong_Kong/1073/99(H9N2))
NC_004909.1	Influenza_A_virus_(A/Hong_Kong/1073/99(H9N2))
NC_004907.1	Influenza_A_virus_(A/Hong_Kong/1073/99(H9N2))
NC_004906.1	Influenza_A_virus_(A/Hong_Kong/1073/99(H9N2))
NC_005064.1	Kamiti_River_virus
NC_003534.1	Cryphonectria_hypovirus_2
NC_003543.1	Cowpea_chlorotic_mottle_virus
NC_003541.1	Cowpea_chlorotic_mottle_virus
NC_003542.1	Cowpea_chlorotic_mottle_virus
NC_003603.1	Groundnut_rosette_virus
NC_003614.1	Peanut_bud_necrosis_virus
NC_003620.1	Peanut_bud_necrosis_virus
NC_003619.1	Peanut_bud_necrosis_virus
NC_003631.1	Satellite_maize_white_line_mosaic_virus
NC_003649.1	Pelargonium_zonate_spot_virus
NC_003650.1	Pelargonium_zonate_spot_virus
NC_003651.1	Pelargonium_zonate_spot_virus
NC_003673.1	Olive_latent_virus_2
NC_003674.1	Olive_latent_virus_2
NC_003671.1	Olive_latent_virus_2
NC_003682.1	Coleus_blumei_viroid_2
NC_003710.1	Discula_destructiva_virus_2
NC_003711.1	Discula_destructiva_virus_2
NC_003739.1	Raspberry_bushy_dwarf_virus
NC_003740.1	Raspberry_bushy_dwarf_virus
NC_003755.1	Rice_stripe_tenuivirus
NC_003754.1	Rice_stripe_tenuivirus
NC_003776.1	Rice_stripe_tenuivirus
NC_003753.1	Rice_stripe_tenuivirus
NC_003779.1	Plautia_stali_intestine_virus
NC_003784.1	Black_queen_cell_virus
NC_003805.1	Tobacco_rattle_virus
NC_003811.1	Tobacco_rattle_virus
NC_003823.1	Ustilago_maydis_virus_H1
NC_003847.1	Panicum_mosaic_satellite_virus
NC_003871.1	Carrot_red_leaf_luteovirus_associated_RNA
NC_003876.1	Gremmeniella_abietina_RNA_virus_L1
NC_003885.1	Fusarium_solani_virus_1
NC_003886.1	Fusarium_solani_virus_1
NC_004008.1	Broad_bean_mottle_virus
NC_004007.1	Broad_bean_mottle_virus
NC_004006.1	Broad_bean_mottle_virus
NC_004034.1	Trichomonas_vaginalis_virus_3
NC_004051.1	Saccharomyces_20S_RNA_narnavirus
NC_004064.1	Calicivirus_strain_NB
NC_004177.1	Drosophila_X_virus
NC_004169.1	Drosophila_X_virus
NC_004209.1	Kadipiro_virus
NC_004206.1	Kadipiro_virus
NC_004205.1	Kadipiro_virus
NC_004210.1	Kadipiro_virus
NC_004199.1	Kadipiro_virus
NC_004212.1	Kadipiro_virus
NC_004213.1	Kadipiro_virus
NC_004214.1	Kadipiro_virus
NC_004215.1	Kadipiro_virus
NC_004216.1	Kadipiro_virus
NC_004208.1	Kadipiro_virus
NC_004207.1	Kadipiro_virus
NC_004297.1	Lassa_mammarenavirus
NC_004296.1	Lassa_mammarenavirus
NC_004366.1	Tobacco_bushy_top_virus
NC_004455.1	Simian_immunodeficiency_virus_SIV-mnd_2
NC_004724.1	Grapevine_rootstock_stem_lesion_associated_virus
NC_004752.1	Yam_mosaic_virus
NC_004809.1	Cucurbit_yellow_stunting_disorder_virus
NC_004810.1	Cucurbit_yellow_stunting_disorder_virus
NC_004995.1	Pea_stem_necrosis_virus
NC_005214.1	Uukuniemi_virus
NC_005221.1	Uukuniemi_virus
NC_005220.1	Uukuniemi_virus
NC_004667.1	Grapevine_leafroll-associated_virus_3
NC_004045.2	Beet_western_yellows_ST9_associated_virus
NC_001514.1	Squirrel_monkey_retrovirus
NC_003520.1	Beet_soil-borne_virus
NC_003518.1	Beet_soil-borne_virus
NC_003519.1	Beet_soil-borne_virus
NC_003535.1	Cowpea_mottle_virus
NC_003548.1	Citrus_leaf_rugose_virus
NC_003547.1	Citrus_leaf_rugose_virus
NC_003546.1	Citrus_leaf_rugose_virus
NC_003607.2	Helminthosporium_victoriae_virus_190S
NC_003625.1	Impatiens_necrotic_spot_virus
NC_003616.1	Impatiens_necrotic_spot_virus
NC_003624.1	Impatiens_necrotic_spot_virus
NC_003632.1	Potato_aucuba_mosaic_virus
NC_003654.1	Nilaparvata_lugens_reovirus
NC_003655.1	Nilaparvata_lugens_reovirus
NC_003656.1	Nilaparvata_lugens_reovirus
NC_003657.1	Nilaparvata_lugens_reovirus
NC_003658.1	Nilaparvata_lugens_reovirus
NC_003659.1	Nilaparvata_lugens_reovirus
NC_003660.1	Nilaparvata_lugens_reovirus
NC_003653.1	Nilaparvata_lugens_reovirus
NC_003661.1	Nilaparvata_lugens_reovirus
NC_003652.1	Nilaparvata_lugens_reovirus
NC_003678.1	Pestivirus_giraffe-1_H138
NC_003683.1	Coleus_blumei_viroid_3
NC_003715.1	Pseudomonas_virus_phi6
NC_003716.1	Pseudomonas_virus_phi6
NC_003714.1	Pseudomonas_virus_phi6
NC_003745.1	Saccharomyces_cerevisiae_virus_L-A
NC_003756.1	Red_clover_necrotic_mosaic_virus
NC_003775.1	Red_clover_necrotic_mosaic_virus
NC_003781.1	Infectious_flacherie_virus
NC_003790.1	Chicken_astrovirus
NC_003806.1	Sweet_clover_necrotic_mosaic_virus
NC_003807.1	Sweet_clover_necrotic_mosaic_virus
NC_003824.1	Trichomonas_vaginalis_virus
NC_003852.1	Obuda_pepper_virus
NC_003872.1	Blackcurrant_reversion_virus_satellite_RNA
NC_003877.1	Citrus_leaf_blotch_virus
NC_003900.1	Aura_virus
NC_004012.1	Garlic_virus_E
NC_004046.1	Cryphonectria_parasitica_mitovirus_1-NB631
NC_004052.1	Ophiostoma_mitovirus_4
NC_004074.1	Tioman_virus
NC_004142.1	Boolarra_virus
NC_004145.1	Boolarra_virus
NC_004172.1	Pseudomonas_phage_phi13
NC_004171.1	Pseudomonas_phage_phi13
NC_004170.1	Pseudomonas_phage_phi13
NC_004322.1	Tulip_virus_X
NC_004422.1	Youcai_mosaic_virus
NC_004541.1	Walrus_calicivirus
NC_004725.1	Cucumber_Bulgarian_latent_virus
NC_004756.1	Beet_western_yellows_virus
NC_004830.2	Deformed_wing_virus
NC_005036.1	Goose_paramyxovirus_SF02
NC_005136.1	Oat_necrotic_mottle_virus
NC_001906.3	Hendra_henipavirus
NC_005339.1	Mossman_virus
NC_005975.1	Maize_mosaic_nucleorhabdovirus
NC_006062.1	Potato_yellow_vein_virus
NC_006063.1	Potato_yellow_vein_virus
NC_006061.1	Potato_yellow_vein_virus
NC_003530.1	Carnation_ringspot_virus
NC_003531.1	Carnation_ringspot_virus
NC_003539.1	Citrus_bark_cracking_viroid
NC_003601.1	Leishmania_RNA_virus_1_-_4
NC_003613.1	Iresine_viroid_1
NC_003629.1	Pea_enation_mosaic_virus_1
NC_003669.1	Pepper_ringspot_virus
NC_003670.1	Pepper_ringspot_virus
NC_003696.1	Eyach_virus
NC_003697.1	Eyach_virus
NC_003698.1	Eyach_virus
NC_003699.1	Eyach_virus
NC_003700.1	Eyach_virus
NC_003701.1	Eyach_virus
NC_003702.1	Eyach_virus
NC_003703.1	Eyach_virus
NC_003704.1	Eyach_virus
NC_003705.1	Eyach_virus
NC_003706.1	Eyach_virus
NC_003707.1	Eyach_virus
NC_003729.1	Rice_black_streaked_dwarf_virus
NC_003734.1	Rice_black_streaked_dwarf_virus
NC_003728.1	Rice_black_streaked_dwarf_virus
NC_003735.1	Rice_black_streaked_dwarf_virus
NC_003736.1	Rice_black_streaked_dwarf_virus
NC_003737.1	Rice_black_streaked_dwarf_virus
NC_003730.1	Rice_black_streaked_dwarf_virus
NC_003732.1	Rice_black_streaked_dwarf_virus
NC_003731.1	Rice_black_streaked_dwarf_virus
NC_003733.1	Rice_black_streaked_dwarf_virus
NC_003759.1	Rice_ragged_stunt_virus
NC_003757.1	Rice_ragged_stunt_virus
NC_003749.1	Rice_ragged_stunt_virus
NC_003769.1	Rice_ragged_stunt_virus
NC_003750.1	Rice_ragged_stunt_virus
NC_003751.1	Rice_ragged_stunt_virus
NC_003771.1	Rice_ragged_stunt_virus
NC_003752.1	Rice_ragged_stunt_virus
NC_003770.1	Rice_ragged_stunt_virus
NC_003758.1	Rice_ragged_stunt_virus
NC_003778.1	Chicory_yellow_mottle_virus_large_satellite_RNA
NC_003783.1	Triatoma_virus
NC_003801.1	Rhizoctonia_solani_virus_717
NC_003802.1	Rhizoctonia_solani_virus_717
NC_003821.3	Turnip_crinkle_virus
NC_003837.1	Tomato_aspermy_virus
NC_003838.1	Tomato_aspermy_virus
NC_003836.1	Tomato_aspermy_virus
NC_003870.1	Sugarcane_striate_mosaic-associated_virus
NC_003874.1	Zygosaccharomyces_bailii_virus_Z
NC_003883.1	Fusarium_poae_virus_1
NC_003884.1	Fusarium_poae_virus_1
NC_003924.1	Cricket_paralysis_virus
NC_004018.1	Gremmeniella_abietina_RNA_virus_MS1
NC_004019.1	Gremmeniella_abietina_RNA_virus_MS1
NC_004020.1	Gremmeniella_abietina_RNA_virus_MS1
NC_004050.1	Saccharomyces_23S_RNA_narnavirus
NC_004054.1	Ophiostoma_mitovirus_6
NC_004123.1	Sweet_potato_chlorotic_stunt_virus
NC_004124.1	Sweet_potato_chlorotic_stunt_virus
NC_004168.1	Yellowtail_ascites_virus
NC_004176.1	Yellowtail_ascites_virus
NC_004181.1	Colorado_tick_fever_virus
NC_004182.1	Colorado_tick_fever_virus
NC_004183.1	Colorado_tick_fever_virus
NC_004184.1	Colorado_tick_fever_virus
NC_004185.1	Colorado_tick_fever_virus
NC_004186.1	Colorado_tick_fever_virus
NC_004187.1	Colorado_tick_fever_virus
NC_004188.1	Colorado_tick_fever_virus
NC_004180.1	Colorado_tick_fever_virus
NC_004189.1	Colorado_tick_fever_virus
NC_004190.1	Colorado_tick_fever_virus
NC_004191.1	Colorado_tick_fever_virus
NC_004292.1	Tacaribe_mammarenavirus
NC_004293.1	Tacaribe_mammarenavirus
NC_004365.1	Aphid_lethal_paralysis_virus
NC_004439.1	Tomato_black_ring_virus
NC_004440.1	Tomato_black_ring_virus
NC_001481.2	Feline_calicivirus
NC_004751.1	Cereal_yellow_dwarf_virus_RPV
NC_004807.1	Kashmir_bee_virus
NC_004994.2	Enzootic_nasal_tumour_virus_of_goats
NC_004579.1	Mamastrovirus_10
NC_005209.2	Beet_pseudoyellows_virus
NC_005210.2	Beet_pseudoyellows_virus
NC_005289.1	Broad_bean_wilt_virus_1
NC_005290.1	Broad_bean_wilt_virus_1
NC_001866.1	Avian_myelocytomatosis_virus
NC_002645.1	Human_coronavirus_229
NC_005074.1	Helicobasidium_mompa_totivirus_1-17
NC_005985.1	Pelargonium_chlorotic_ring_pattern_virus
NC_005286.1	Pelargonium_flower_break_virus
NC_005166.1	Aquareovirus_C
NC_005167.1	Aquareovirus_C
NC_005168.1	Aquareovirus_C
NC_005169.1	Aquareovirus_C
NC_005170.1	Aquareovirus_C
NC_005171.1	Aquareovirus_C
NC_005172.1	Aquareovirus_C
NC_005173.1	Aquareovirus_C
NC_005174.1	Aquareovirus_C
NC_005175.1	Aquareovirus_C
NC_005176.1	Aquareovirus_C
NC_005287.1	Johnsongrass_chlorotic_stripe_mosaic_virus
NC_004714.1	Sclerophthora_macrospora_virus_B
NC_001414.1	Bovine_leukemia_virus
NC_005982.1	Blotched_snakehead_virus
NC_005983.1	Blotched_snakehead_virus
NC_002692.1	Tomato_mosaic_virus
NC_005079.1	Machupo_mammarenavirus
NC_005078.1	Machupo_mammarenavirus
NC_004106.1	Paprika_mild_mottle_virus
NC_005082.1	Guanarito_mammarenavirus
NC_005077.1	Guanarito_mammarenavirus
NC_005776.1	Oropouche_virus
NC_005775.1	Oropouche_virus
NC_005777.1	Oropouche_virus
NC_004421.1	Aichivirus_B
NC_010624.1	Sapovirus_Mc10
NC_006060.1	Opuntia_virus_X
NC_005831.2	Human_coronavirus_NL63
NC_001780.1	Saguaro_cactus_virus
NC_005084.2	Reptilian_ferlavirus
NC_004009.2	Cymbidium_ringspot_virus_satellite_RNA
NC_003398.1	Sugarcane_mosaic_virus
NC_004162.2	Chikungunya_virus
NC_001921.1	Canine_morbillivirus
NC_004161.1	Reston_ebolavirus
NC_006441.1	Amasya_cherry_disease-associated_mycovirus
NC_006440.1	Amasya_cherry_disease-associated_mycovirus
NC_005138.1	Lily_symptomless_virus
